code,no,credits,limitCount,name,teachers,date,startTime,endTime,campusName,rooms,roomIds,floor
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250228Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250307Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250314Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250321Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250328Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250404Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250411Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250418Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250425Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250502Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250509Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250516Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250523Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250530Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250606Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250613Friday,1830,2010,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250218Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250225Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250304Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250311Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250318Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250325Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250401Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250408Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250415Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250422Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250429Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250506Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250513Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250520Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250527Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250603Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0424,4.0,161,高等数学（B类）II,徐锬,20250610Tuesday,1400,1645,八里台校区,八里台二主楼B,404,4
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250221Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250228Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250307Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250314Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250321Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250328Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250404Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250411Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250418Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250425Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250502Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250509Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250516Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250523Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250530Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250606Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250613Friday,800,940,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250218Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250225Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250304Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250311Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250318Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250325Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250401Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250408Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250415Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250422Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250429Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250506Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250513Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250520Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250527Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250603Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0422,4.0,130,高等数学（B类）II,赵志勇,20250610Tuesday,800,1045,八里台校区,八里台二主楼B,303,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250221Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250228Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250307Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250314Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250321Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250328Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250404Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250411Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250418Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250425Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250502Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250509Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250516Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250523Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250530Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250606Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250613Friday,800,940,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250218Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250225Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250304Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250311Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250318Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250325Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250401Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250408Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250415Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250422Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250429Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250506Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250513Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250520Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250527Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250603Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0421,4.0,130,高等数学（B类）II,安桂梅,20250610Tuesday,800,1045,八里台校区,八里台二主楼B,301,3
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250225Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250304Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250311Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250318Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250325Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250401Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250408Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250415Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250422Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250429Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250506Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250513Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250520Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250527Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250603Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250610Tuesday,800,1045,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250223Sunday,1830,2105,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250221Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250228Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250307Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250314Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250321Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250328Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250404Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250411Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250418Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250425Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250502Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250509Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250516Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250523Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250530Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250606Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0420,4.0,120,高等数学（B类）II,马春华,20250613Friday,800,940,八里台校区,八里台二主楼B,404,4
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250221Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250228Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250307Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250314Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250321Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250328Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250404Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250411Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250418Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250425Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250502Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250509Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250516Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250523Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250530Friday,1830,2010,八里台校区,八里台二主楼B,103,1
AMTD0032,0418,4.0,145,高等数学（B类）II,王立云,20250606Friday,1830,2010,八里台校区,八里台二主楼B,103,1
